current_belt;gender;training_years;favourite;white_blue;blue_purple;purple_brown;brown_black;training_per_week;both_gi_nogi;gi_or_no_gi;training_time;travel;how_old_when_started;mobility_exercises;yoga;preferred_style;have_fav_athlete;leg_lock_friendly;gym_self_defense;membership;gym_curriculum;time_watching_bjj;do_watch_sport_bjj;num_gis;num_rashguards;num_shorts;bjj_apparel;money_for_gear;education;income;age;age_cat;race;nationality;country;instrutor_encourages_competition;competed;choke
purple belt;Male; 4-6 years;makes me a better person humility etc; 2-4 years; 2-4 years;no answer;no answer;5-6 times;Yes;No-gi;Lunch;Yes;'26-30';No;Yes;Leg locking;Yes;Only at certain belt levels;not a focus;$201-300;No;1 hour -2 hours;Yes;'7+';'3-4';'1-2';Yes;$401-500;Bachelor's Degree;$ 26K-50K;33;30-35;White/Caucasian;Murica!;USA;Yes;Yes;No
purple belt;Male; 8-10 years;developing technical skills adapting my style to accommodate my aging body; 0-2 years; 4-6 years;no answer;no answer;1-2 times;Yes;Gi;Lunch;Yes;'40+';No;No;Pressure Passing;Yes;Yes;not a focus;$101-200;No;0-1 hour;Yes;'3-4';'1-2';'1-2';No;$101-200;Master's Degree;$100K+;48;45-50;White/Caucasian;U.S. citizen;USA;Yes;No;Yes
white belt;Male; 0-2 years;rolling;no answer;no answer;no answer;no answer;1-2 times;No;Gi;Evening;No;'21-25';Yes;No;Pressure Passing;Yes;Only at certain belt levels;one of the focuses;$ 0-50;Yes;0-1 hour;No;'1-2';no answer;no answer;No;$101-200;High School/GED;$ 26K-50K;no answer;no answer;White/Caucasian;USA ;USA;Yes;No;Yes
white belt;Male; 2-4 years;the mental aspect when i m on the mat my mind is free and clear reduces my stress;no answer;no answer;no answer;no answer;3-4 times;Yes;Gi;Lunch;Yes;'21-25';No;No;Open Guard;Yes;Yes;one of the focuses;$101-200;Yes;3+ hours;Yes;'3-4';'5-6';'5-6';No;$101-200;Bachelor's Degree;$ 76K-100K;25;25-30;White/Caucasian;USA;USA;Yes;Yes;Yes
blue belt;Male; 2-4 years;that you always are striving to perfect yourself while at the same time to are improving under pressure; 2-4 years;no answer;no answer;no answer;7+ times;No;No-gi;Evening;Yes;'16-20';Yes;Yes;Leg locking;Yes;Yes;one of the focuses;$ 51-100;Yes;3+ hours;Yes;'1-2';'3-4';'5-6';No;$ 0-50;High School/GED;$ 0-25K;27;25-30;Hispanic/Latino;Uruguayan;Uruguay;Yes;Yes;No
black belt;Male; 8-10 years;having fun; 0-2 years; 0-2 years; 2-4 years; 0-2 years;5-6 times;No;Gi;Evening;Yes;'21-25';No;No;Pressure Passing;No;Yes;one of the focuses;$ 0-50;Yes;0-1 hour;Yes;'3-4';'1-2';'1-2';Yes;$201-300;High School/GED;$ 26K-50K;31;30-35;Native American/American Indian;American;USA;No;Yes;No
white belt;Male;12+ years;the camaraderie grappling gyms don t have the toxic pedantry of traditional martial arts gyms;no answer;no answer;no answer;no answer;7+ times;Yes;Gi;Evening;Yes;'16-20';Yes;Yes;Pressure Passing;Yes;Yes;one of the focuses;$ 51-100;No;1 hour -2 hours;Yes;'5-6';'3-4';'3-4';Yes;$ 51-100;Bachelor's Degree;$100K+;31;30-35;White/Caucasian;USA;USA;Yes;No;no answer
purple belt;Male; 6-8 years;the mental aspect and the way it helps me focus on the now; 6-8 years; 2-4 years;no answer;no answer;3-4 times;Yes;Gi;Lunch;Yes;'26-30';Yes;No;Pressure Passing;Yes;Only at certain belt levels;one of the focuses;$201-300;Yes;3+ hours;Yes;'3-4';'3-4';'1-2';Yes;$201-300;Master's Degree;$100K+;41;40-45;Hispanic/Latino;USA;USA;Yes;Yes;Yes
purple belt;Male; 4-6 years;rolling; 0-2 years; 2-4 years;no answer;no answer;1-2 times;No;Gi;Evening;Yes;'31-35';Yes;No;Pressure Passing;No;Only at certain belt levels;one of the focuses;$ 0-50;No;0-1 hour;No;'3-4';'1-2';'1-2';Yes;$101-200;High School/GED;$ 26K-50K;36;35-40;Native American/American Indian;Native American ;USA;No;Yes;No
purple belt;Male; 4-6 years;rolling constantly pushing my self and learning new things; 0-2 years; 2-4 years;no answer;no answer;3-4 times;Yes;Gi;Evening;Yes;'16-20';Yes;No;Open Guard;Yes;Only at certain belt levels;one of the focuses;$ 0-50;Yes;2 hours - 3 hours;Yes;'1-2';'1-2';'1-2';Yes;$101-200;High School/GED;$ 26K-50K;22;20-25;Hispanic/Latino;United States of America;USA;Yes;Yes;No
blue belt;Male; 2-4 years;improve fitness; 0-2 years;no answer;no answer;no answer;3-4 times;No;Gi;Morning;No;'21-25';No;No;Pressure Passing;No;Only at certain belt levels;one of the focuses;$101-200;Yes;1 hour -2 hours;No;'3-4';'3-4';'1-2';No;$301-400;Bachelor's Degree;$100K+;31;30-35;White/Caucasian;American;USA;Yes;Yes;No
blue belt;Male; 4-6 years;learning about myself and how to improve; 0-2 years;no answer;no answer;no answer;3-4 times;Yes;No-gi;Evening;Yes;'21-25';No;No;Pressure Passing;Yes;Yes;not a focus;$ 51-100;No;3+ hours;Yes;'1-2';'3-4';'1-2';Yes;$ 51-100;High School/GED;$ 0-25K;26;25-30;Asian/Pacific Islander;American;USA;Yes;Yes;No
purple belt;Male; 4-6 years;rolling positionalsparring; 0-2 years; 2-4 years;no answer;no answer;5-6 times;Yes;Gi;Evening;Yes;'21-25';Yes;Yes;Open Guard;Yes;Only at certain belt levels;not a focus;$ 0-50;Yes;1 hour -2 hours;Yes;'5-6';'5-6';'3-4';No;$401-500;Bachelor's Degree;$ 51k-75K;25;25-30;White/Caucasian;Swiss;Switzerland;Yes;Yes;Yes
purple belt;Male; 4-6 years;that it provides cognitive social physical stimulation in the forms of respectively the physical chess match the community building we have at our school and the physical training; 0-2 years; 2-4 years;no answer;no answer;3-4 times;Yes;Gi;Morning;Yes;'31-35';No;No;Pressure Passing;No;Yes;one of the focuses;$ 0-50;Yes;0-1 hour;Yes;'7+';'7+';'3-4';Yes;$600+;Bachelor's Degree;$100K+;37;35-40;White/Caucasian;USA ;USA;Yes;Yes;no answer
purple belt;Male; 6-8 years;no answer; 2-4 years; 2-4 years;no answer;no answer;5-6 times;Yes;Gi;Lunch;Yes;'36-40';Yes;No;Pressure Passing;No;Yes;one of the focuses;$101-200;Yes;1 hour -2 hours;Yes;'5-6';'7+';'1-2';No;$101-200;Master's Degree;$100K+;43;40-45;White/Caucasian;no answer;no answer;Yes;Yes;no answer
brown belt;Male;12+ years;maintain a healthy weight; 0-2 years; 2-4 years; 2-4 years;no answer;3-4 times;Yes;Gi;Evening;No;'26-30';Yes;No;Open Guard;Yes;Yes;one of the focuses;$ 51-100;Yes;0-1 hour;No;'1-2';'1-2';'1-2';No;$ 51-100;Master's Degree;$ 51k-75K;no answer;no answer;White/Caucasian;American;USA;Yes;Yes;Yes
brown belt;Male; 8-10 years;comraderie and the ability to go full speed with relatively low chance of injury; 0-2 years; 2-4 years; 2-4 years;no answer;3-4 times;Yes;Gi;Evening;Yes;'26-30';No;No;Pressure Passing;Yes;Yes;not a focus;$101-200;Yes;1 hour -2 hours;Yes;'7+';'7+';'7+';No;$600+;MD;$100K+;no answer;no answer;White/Caucasian;American;USA;Yes;Yes;No
white belt;Male; 0-2 years;usually full on rolling;no answer;no answer;no answer;no answer;5-6 times;Yes;No-gi;Evening;No;'16-20';No;No;Closed guard;No;Yes;one of the focuses;$101-200;No;1 hour -2 hours;No;'1-2';'1-2';'3-4';No;$101-200;High School/GED;$ 0-25K;18;15-20;White/Caucasian;United States;USA;Yes;No;No
purple belt;Male; 6-8 years;the community; 0-2 years; 0-2 years;no answer;no answer;3-4 times;Yes;Gi;Evening;Yes;'36-40';Yes;Yes;Pressure Passing;Yes;Yes;not a focus;$ 51-100;No;1 hour -2 hours;Yes;'3-4';'3-4';'3-4';No;$101-200;Bachelor's Degree;$ 76K-100K;43;40-45;White/Caucasian;Usa;USA;Yes;Yes;No
blue belt;Male; 2-4 years;rolling; 0-2 years;no answer;no answer;no answer;3-4 times;No;Gi;Evening;No;'40+';Yes;Yes;Closed guard;No;Yes;one of the focuses;$ 51-100;Yes;0-1 hour;No;'3-4';'3-4';no answer;No;$301-400;MD;$ 76K-100K;49;45-50;White/Caucasian;American;USA;Yes;No;Yes
blue belt;Male; 2-4 years;noticing self improvement gaining confidence; 2-4 years;no answer;no answer;no answer;5-6 times;Yes;Gi;Lunch;Yes;'16-20';No;No;Pressure Passing;No;Only at certain belt levels;not a focus;$101-200;Yes;1 hour -2 hours;No;'3-4';'3-4';'1-2';No;$101-200;Bachelor's Degree;$ 26K-50K;22;20-25;White/Caucasian;Australian;Australia;Yes;Yes;No
purple belt;Female; 6-8 years;learning every day; 0-2 years; 2-4 years;no answer;no answer;5-6 times;No;Gi;Evening;Yes;'21-25';Yes;No;Closed guard;Yes;Yes;one of the focuses;$ 0-50;No;1 hour -2 hours;Yes;'3-4';'5-6';'1-2';No;$101-200;Associate's Degree;$ 26K-50K;31;30-35;White/Caucasian;no answer;no answer;Yes;Yes;Yes
black belt;Male;12+ years;the people; 0-2 years; 2-4 years; 2-4 years; 2-4 years;7+ times;Yes;Gi;Lunch;Yes;'21-25';No;No;Pressure Passing;Yes;Yes;one of the focuses;$ 0-50;Yes;0-1 hour;Yes;'7+';'7+';'7+';Yes;$ 0-50;High School/GED;$ 26K-50K;39;35-40;White/Caucasian;USA ;USA;Yes;Yes;no answer
blue belt;Male; 2-4 years;friends and getting better and friends getting better; 0-2 years;no answer;no answer;no answer;3-4 times;Yes;No-gi;Morning;Yes;'26-30';Yes;Yes;Open Guard;No;Only at certain belt levels;primary focus;$ 51-100;Yes;0-1 hour;Yes;'3-4';'1-2';no answer;no answer;$101-200;Bachelor's Degree;$ 26K-50K;29;25-30;Hispanic/Latino;Merkin;USA;Yes;No;Yes
brown belt;Male; 6-8 years;figuring out minor details that make my game tighter; 0-2 years; 0-2 years; 0-2 years;no answer;3-4 times;No;Gi;Lunch;No;'26-30';No;No;Pressure Passing;Yes;Only at certain belt levels;one of the focuses;$101-200;No;1 hour -2 hours;Yes;'5-6';'5-6';'1-2';No;$301-400;Bachelor's Degree;$100K+;33;30-35;White/Caucasian;American;USA;Yes;Yes;Yes
blue belt;Male; 6-8 years;comradery and the feeling of being confident in any situation; 0-2 years;no answer;no answer;no answer;1-2 times;Yes;Gi;Evening;Yes;'21-25';Yes;No;Pressure Passing;Yes;Yes;primary focus;$ 51-100;Yes;0-1 hour;Yes;'1-2';'1-2';'3-4';No;$101-200;Associate's Degree;$ 51k-75K;29;25-30;White/Caucasian;American;USA;Yes;Yes;Yes
no rank;Male; 8-10 years;fun workout surviving attacks and catching people stronger then me;no answer;no answer;no answer;no answer;3-4 times;No;No-gi;Evening;No;'21-25';No;No;Leg locking;Yes;Yes;one of the focuses;$ 0-50;No;0-1 hour;Yes;'1-2';'5-6';'3-4';No;$101-200;Bachelor's Degree;$ 51k-75K;32;30-35;White/Caucasian;Norwegian;Norway;Yes;No;Yes
blue belt;Male;10-12 years;rolling; 2-4 years;no answer;no answer;no answer;3-4 times;Yes;Gi;Morning;Yes;'31-35';No;No;Pressure Passing;Yes;No;not a focus;$101-200;Yes;0-1 hour;No;'3-4';'3-4';'1-2';No;$ 0-50;Master's Degree;no answer;44;40-45;White/Caucasian;US;USA;Yes;Yes;Yes
purple belt;Male; 4-6 years;everything; 2-4 years; 2-4 years;no answer;no answer;3-4 times;Yes;no answer;Evening;Yes;'26-30';No;No;Open Guard;Yes;Only at certain belt levels;not a focus;$ 0-50;No;1 hour -2 hours;Yes;'3-4';'3-4';'1-2';Yes;$ 51-100;Master's Degree;$ 26K-50K;35;35-40;White/Caucasian;Hungary;Hungary;Yes;Yes;no answer
purple belt;Male; 4-6 years;sparring full speed without being getting hurt whereas boxing where one can t do only hard sparring all the time; 0-2 years; 0-2 years;no answer;no answer;7+ times;Yes;no answer;no answer;no answer;'21-25';Yes;No;Closed guard;No;Yes;one of the focuses;$ 0-50;No;2 hours - 3 hours;Yes;'3-4';'5-6';'3-4';No;$ 51-100;Master's Degree;$ 0-25K;25;25-30;White/Caucasian;France;France;Yes;Yes;Yes
purple belt;Male; 4-6 years;everythinh; 0-2 years; 0-2 years;no answer;no answer;7+ times;Yes;Gi;Evening;Yes;'21-25';Yes;Yes;Pressure Passing;Yes;Only at certain belt levels;not a focus;$ 0-50;Yes;0-1 hour;Yes;'5-6';'3-4';'3-4';Yes;$201-300;Master's Degree;$ 0-25K;26;25-30;White/Caucasian;Serbian;Serbia;Yes;Yes;No
brown belt;Male; 8-10 years;exchange between individuals; 0-2 years; 2-4 years; 2-4 years;no answer;5-6 times;Yes;Gi;Evening;No;'31-35';No;No;Open Guard;Yes;Yes;not a focus;$ 51-100;Yes;0-1 hour;Yes;'5-6';'3-4';'1-2';No;$101-200;Bachelor's Degree;$ 51k-75K;40;40-45;White/Caucasian;Swedish;Sweden;Yes;Yes;Yes
blue belt;Male; 2-4 years;rolling; 2-4 years;no answer;no answer;no answer;5-6 times;Yes;Gi;Evening;No;'16-20';Yes;No;Pressure Passing;Yes;Yes;not a focus;$ 0-50;No;1 hour -2 hours;Yes;'3-4';'3-4';'1-2';Yes;$201-300;Bachelor's Degree;$ 0-25K;21;20-25;Black/African American;french;France;Yes;Yes;no answer
brown belt;Male; 8-10 years;rolling; 0-2 years; 2-4 years; 2-4 years;no answer;3-4 times;Yes;Gi;Evening;No;'36-40';Yes;No;Leg locking;No;Yes;one of the focuses;$ 0-50;No;0-1 hour;Yes;'5-6';'5-6';'3-4';No;$301-400;Bachelor's Degree;$ 51k-75K;42;40-45;White/Caucasian;Danish ;Denmark;Yes;No;no answer
black belt;Male;12+ years;i love every aspect of bjj my favorite part of training is training; 4-6 years; 4-6 years; 4-6 years; 4-6 years;7+ times;Yes;Gi;Evening;Yes;'26-30';Yes;Yes;Pressure Passing;No;Only at certain belt levels;one of the focuses;$ 0-50;No;1 hour -2 hours;Yes;'1-2';'3-4';'1-2';No;$ 51-100;Master's Degree;$100K+;49;45-50;White/Caucasian;American;USA;Yes;Yes;No
blue belt;Male; 8-10 years;sparring; 6-8 years;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;Yes;'21-25';No;No;Pressure Passing;Yes;Yes;not a focus;$ 0-50;Yes;0-1 hour;Yes;'3-4';'3-4';'1-2';No;$201-300;Bachelor's Degree;$ 0-25K;30;30-35;White/Caucasian;Romania;Romania;Yes;Yes;No
purple belt;Male; 6-8 years;the camaraderie and friendships that i have with my training partners; 2-4 years; 2-4 years;no answer;no answer;3-4 times;Yes;Gi;Evening;Yes;'16-20';Yes;No;Open Guard;Yes;Only at certain belt levels;one of the focuses;$ 0-50;No;1 hour -2 hours;Yes;'7+';'3-4';'3-4';Yes;$201-300;Bachelor's Degree;$ 0-25K;27;25-30;White/Caucasian;Romanian;Romania;Yes;Yes;No
purple belt;Male; 6-8 years;it is so versatile body health strength flexibility self defense aspects mental side stress relief find peace in pressure friends world wide family and much more; 0-2 years; 2-4 years;no answer;no answer;1-2 times;Yes;Gi;Evening;Yes;'36-40';Yes;No;Open Guard;No;Yes;one of the focuses;$ 51-100;Yes;0-1 hour;No;'3-4';'1-2';'1-2';Yes;$101-200;Bachelor's Degree;$ 76K-100K;42;40-45;White/Caucasian;Finnish;Finland;Yes;Yes;no answer
black belt;Male;10-12 years;making friends and solving the puzzle; 2-4 years; 0-2 years; 0-2 years; 2-4 years;5-6 times;Yes;Gi;Evening;Yes;'21-25';No;No;Closed guard;No;Yes;one of the focuses;$ 0-50;Yes;0-1 hour;Yes;'5-6';'1-2';'1-2';No;$101-200;Bachelor's Degree;$ 51k-75K;30;30-35;Asian/Pacific Islander;American;USA;No;Yes;Yes
black belt;Male;12+ years;specific training; 0-2 years; 2-4 years; 2-4 years; 2-4 years;1-2 times;No;No-gi;Evening;Yes;'11-15';Yes;No;Open Guard;Yes;Yes;not a focus;$ 0-50;Yes;0-1 hour;Yes;'1-2';'1-2';'1-2';No;$ 0-50;MD;$ 76K-100K;39;35-40;White/Caucasian;Hungarian;Hungary;Yes;Yes;No
white belt;Male; 2-4 years;drilling;no answer;no answer;no answer;no answer;1-2 times;Yes;Gi;Morning;No;'26-30';Yes;Yes;Open Guard;Yes;Yes;not a focus;$ 0-50;Yes;0-1 hour;Yes;'3-4';'3-4';'1-2';Yes;$ 51-100;Bachelor's Degree;$ 0-25K;30;30-35;White/Caucasian;Croatian;Croatia;Yes;Yes;Yes
blue belt;Male; 2-4 years;sparring; 0-2 years;no answer;no answer;no answer;5-6 times;Yes;Gi;Evening;Yes;'26-30';Yes;No;Open Guard;Yes;Yes;not a focus;$ 0-50;No;3+ hours;Yes;'3-4';'3-4';'1-2';Yes;$101-200;Bachelor's Degree;$ 0-25K;29;25-30;White/Caucasian;Romania;Romania;Yes;Yes;No
brown belt;Male; 8-10 years;sparring and socializing; 2-4 years; 2-4 years; 2-4 years;no answer;5-6 times;Yes;No-gi;Evening;Yes;'16-20';No;No;Pressure Passing;No;Yes;not a focus;$ 0-50;No;1 hour -2 hours;Yes;'3-4';'3-4';'1-2';No;$ 51-100;Master's Degree;$ 0-25K;26;25-30;White/Caucasian;Bosniak;Bosnia;Yes;Yes;No
blue belt;Male; 6-8 years;stress relief friends being active; 4-6 years;no answer;no answer;no answer;1-2 times;Yes;Gi;Evening;Yes;'36-40';Yes;Yes;Pressure Passing;No;Only at certain belt levels;one of the focuses;$ 51-100;No;0-1 hour;No;'3-4';'5-6';'1-2';Yes;$201-300;High School/GED;$ 76K-100K;45;45-50;White/Caucasian;US;USA;No;Yes;No
black belt;Male; 8-10 years;being able to focus on just the training and leaving everything else at the door; 0-2 years; 0-2 years; 0-2 years; 2-4 years;3-4 times;Yes;Gi;Evening;Yes;'16-20';No;Yes;Closed guard;No;Yes;not a focus;$ 0-50;No;1 hour -2 hours;Yes;'7+';'7+';'7+';No;$ 0-50;Ph.D.;$ 51k-75K;28;25-30;White/Caucasian;The Netherlands;Netherlands;Yes;Yes;Yes
white belt;Male; 0-2 years;no answer;no answer;no answer;no answer;no answer;3-4 times;No;Gi;Lunch;No;'26-30';No;Yes;Closed guard;no answer;Only at certain belt levels;one of the focuses;$101-200;Yes;1 hour -2 hours;Yes;'1-2';'1-2';'1-2';Yes;$101-200;High School/GED;$ 26K-50K;31;30-35;White/Caucasian;United States;USA;Yes;No;no answer
white belt;Male; 0-2 years;rolling;no answer;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;no answer;'26-30';Yes;No;Pressure Passing;Yes;Only at certain belt levels;one of the focuses;$101-200;No;3+ hours;Yes;'1-2';'1-2';'1-2';Yes;$ 51-100;Bachelor's Degree;$ 26K-50K;29;25-30;White/Caucasian;USA;USA;Yes;No;No
blue belt;Male; 0-2 years;the workout; 0-2 years;no answer;no answer;no answer;no answer;Yes;No-gi;Evening;No;'26-30';No;Yes;Pressure Passing;Yes;Yes;one of the focuses;$101-200;No;0-1 hour;Yes;'3-4';'3-4';'3-4';No;$ 51-100;Master's Degree;$ 76K-100K;29;25-30;Hispanic/Latino;American;USA;Yes;Yes;No
blue belt;Male; 6-8 years;rolling; 6-8 years;no answer;no answer;no answer;1-2 times;No;Gi;Evening;No;'16-20';No;No;Leg locking;Yes;Yes;not a focus;$ 51-100;No;0-1 hour;Yes;'3-4';'1-2';'1-2';No;$101-200;Associate's Degree;$ 0-25K;26;25-30;White/Caucasian;American;USA;Yes;Yes;No
blue belt;Male; 2-4 years;stress release meeting people learning new; 0-2 years;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;No;'21-25';No;No;Closed guard;Yes;Only at certain belt levels;not a focus;$ 0-50;Yes;0-1 hour;Yes;'1-2';'1-2';'1-2';Yes;$ 51-100;Associate's Degree;$ 26K-50K;22;20-25;White/Caucasian;Finland;Finland;Yes;Yes;Yes
white belt;Male; 0-2 years;must say that the favourite part is definitely the rolling;no answer;no answer;no answer;no answer;3-4 times;No;Gi;Evening;No;'31-35';No;No;Pressure Passing;Yes;Yes;not a focus;$ 0-50;No;0-1 hour;Yes;'1-2';'1-2';'1-2';No;$ 0-50;Ph.D.;$ 0-25K;35;35-40;White/Caucasian;Serbian;Serbia;Yes;No;No
black belt;Male; 8-10 years;the challenge physical and mental; 0-2 years; 0-2 years; 0-2 years; 0-2 years;3-4 times;Yes;Gi;Evening;Yes;'36-40';No;No;Leg locking;Yes;Yes;one of the focuses;$ 51-100;No;0-1 hour;Yes;'7+';'7+';'5-6';Yes;$301-400;Master's Degree;$ 51k-75K;47;45-50;White/Caucasian;United States ;USA;Yes;Yes;No
purple belt;Male; 6-8 years;rolling randori; 2-4 years; 0-2 years;no answer;no answer;1-2 times;Yes;No-gi;Lunch;Yes;'21-25';Yes;Yes;Leg locking;Yes;Only at certain belt levels;not a focus;$ 0-50;Yes;2 hours - 3 hours;Yes;'3-4';'7+';'5-6';Yes;$301-400;Bachelor's Degree;$ 51k-75K;30;30-35;Asian/Pacific Islander;French;France;Yes;Yes;No
brown belt;Female; 4-6 years;thinking about the progression of moves and subs; 0-2 years; 2-4 years; 2-4 years;no answer;5-6 times;Yes;Gi;Evening;No;'31-35';No;No;Closed guard;Yes;Only at certain belt levels;primary focus;$101-200;No;2 hours - 3 hours;Yes;'7+';'7+';'7+';Yes;$301-400;Master's Degree;$ 51k-75K;37;35-40;White/Caucasian;American;USA;No;Yes;No
blue belt;Female; 0-2 years;depends which day you ask me but i tend to get off on sweeping or submitting someone who is much bigger; 0-2 years;no answer;no answer;no answer;3-4 times;Yes;No-gi;Lunch;Yes;'26-30';No;No;Closed guard;Yes;Yes;not a focus;$ 0-50;No;3+ hours;Yes;'1-2';'3-4';'1-2';Yes;$ 51-100;Bachelor's Degree;$ 0-25K;27;25-30;White/Caucasian;serb;Serbia;Yes;Yes;Yes
black belt;Male;12+ years;improving techniques; 0-2 years; 2-4 years; 4-6 years; 2-4 years;7+ times;Yes;No-gi;Morning;Yes;'26-30';Yes;No;Open Guard;Yes;Only at certain belt levels;primary focus;$201-300;No;0-1 hour;Yes;'7+';'7+';'5-6';Yes;$101-200;Master's Degree;no answer;52;50+;White/Caucasian;USA;USA;No;Yes;Yes
white belt;Male; 0-2 years;rolling with my training partners;no answer;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;No;'40+';No;No;Pressure Passing;No;Only at certain belt levels;one of the focuses;$ 51-100;No;0-1 hour;No;'1-2';no answer;'1-2';Yes;$101-200;Bachelor's Degree;$ 26K-50K;45;45-50;White/Caucasian;American;USA;Yes;No;Yes
blue belt;Male; 4-6 years;a good roll; 2-4 years;no answer;no answer;no answer;1-2 times;No;Gi;Morning;No;'36-40';No;No;Open Guard;No;No;not a focus;$101-200;No;1 hour -2 hours;No;'3-4';no answer;no answer;No;$ 51-100;JD;$100K+;45;45-50;White/Caucasian;us;USA;Yes;No;No
blue belt;Male; 4-6 years;no answer; 4-6 years;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;No;'21-25';No;No;Pressure Passing;Yes;Only at certain belt levels;not a focus;$ 0-50;Yes;0-1 hour;No;'3-4';'3-4';'3-4';Yes;$ 0-50;Associate's Degree;no answer;34;30-35;Asian/Pacific Islander;American;USA;Yes;Yes;no answer
white belt;Male; 0-2 years;rolling;no answer;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;no answer;'21-25';No;Yes;Closed guard;Yes;Only at certain belt levels;one of the focuses;$ 51-100;Yes;0-1 hour;Yes;'1-2';'1-2';'1-2';No;$ 51-100;Bachelor's Degree;$ 0-25K;24;20-25;no answer;Danish;Denmark;Yes;Yes;Yes
brown belt;Male; 8-10 years;being in the moment; 2-4 years; 0-2 years; 0-2 years; 0-2 years;7+ times;Yes;No-gi;Morning;Yes;'21-25';No;No;Pressure Passing;Yes;Yes;not a focus;$ 0-50;No;3+ hours;Yes;'3-4';'5-6';'3-4';Yes;$101-200;High School/GED;$ 26K-50K;33;30-35;White/Caucasian;South African;South Africa;Yes;Yes;No
black belt;Male; 8-10 years;playful jiu jitsu; 0-2 years; 2-4 years; 2-4 years; 2-4 years;5-6 times;Yes;Gi;Lunch;Yes;'36-40';Yes;Yes;Open Guard;Yes;Yes;one of the focuses;$ 0-50;No;3+ hours;Yes;'7+';'7+';'5-6';Yes;$ 0-50;Bachelor's Degree;$100K+;46;45-50;White/Caucasian;US;USA;No;Yes;No
blue belt;Male; 2-4 years;learning new moves; 0-2 years;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;No;'21-25';Yes;No;Closed guard;No;Only at certain belt levels;one of the focuses;$101-200;No;2 hours - 3 hours;Yes;'3-4';'1-2';'1-2';Yes;$ 51-100;Master's Degree;$ 51k-75K;27;25-30;Hispanic/Latino;USA;USA;Yes;No;no answer
blue belt;Male; 2-4 years;working out proving my myself in competition; 0-2 years;no answer;no answer;no answer;3-4 times;Yes;No-gi;Morning;Yes;'21-25';No;No;Closed guard;No;Only at certain belt levels;not a focus;$101-200;No;2 hours - 3 hours;Yes;'1-2';'3-4';'1-2';Yes;$101-200;Associate's Degree;$ 51k-75K;30;30-35;White/Caucasian;America ;USA;Yes;Yes;Yes
